object_type,page_number,x0,x1,y0,y1,doctop,top,bottom,width,height,adv,dash,evenodd,fill,fontname,linewidth,matrix,mcid,ncs,non_stroking_color,non_stroking_pattern,path,pts,size,stroke,stroking_color,stroking_pattern,tag,text,upright 
char,1,430.713,436.48900000000003,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 430.713, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,A,1
char,1,436.489,442.265,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 436.489, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,N,1
char,1,442.265,448.041,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 442.265, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,C,1
char,1,448.041,453.817,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 448.041, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,H,1
char,1,462.361,468.137,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 462.361, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,A,1
char,1,468.137,473.913,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 468.137, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,D,1
char,1,473.913,479.249,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 473.913, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,S,1
char,1,479.24899999999997,485.025,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 479.24899999999997, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,N,1
char,1,485.025,487.24899999999997,750.673,758.673,33.327,33.327,41.327,2.2239999999999895,8.0,0.278,,,,Arial-BoldMT,,"(8, 0, 0, 8, 485.025, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,/,1
char,1,487.24899999999997,493.025,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 487.24899999999997, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,D,1
char,1,493.025,498.361,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 493.025, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,S,1
char,1,498.361,503.697,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 498.361, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,S,1
char,1,503.697,509.473,750.673,758.673,33.327,33.327,41.327,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 503.697, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,N,1
char,1,516.361,521.697,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 516.361, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,521.697,527.033,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 521.697, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,527.033,532.809,750.673,758.673,33.327,33.327,41.327,5.775999999999954,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 527.033, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,R,1
char,1,532.809,535.033,750.673,758.673,33.327,33.327,41.327,2.2240000000000464,8.0,0.278,,,,Arial-BoldMT,,"(8, 0, 0, 8, 532.809, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,I,1
char,1,535.033,541.2570000000001,750.673,758.673,33.327,33.327,41.327,6.224000000000046,8.0,0.778,,,,Arial-BoldMT,,"(8, 0, 0, 8, 535.033, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,O,1
char,1,541.257,547.0329999999999,750.673,758.673,33.327,33.327,41.327,5.775999999999954,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 541.257, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,D,1
char,1,547.033,549.2570000000001,750.673,758.673,33.327,33.327,41.327,2.2240000000000464,8.0,0.278,,,,Arial-BoldMT,,"(8, 0, 0, 8, 547.033, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,549.257,555.0329999999999,750.673,758.673,33.327,33.327,41.327,5.775999999999954,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 549.257, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,C,1
char,1,555.033,561.2570000000001,750.673,758.673,33.327,33.327,41.327,6.224000000000046,8.0,0.778,,,,Arial-BoldMT,,"(8, 0, 0, 8, 555.033, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,O,1
char,1,561.257,566.593,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 561.257, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,V,1
char,1,566.593,571.929,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 566.593, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,571.929,577.7049999999999,750.673,758.673,33.327,33.327,41.327,5.775999999999954,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 571.929, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,R,1
char,1,577.7049999999999,583.0409999999999,750.673,758.673,33.327,33.327,41.327,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 577.7049999999999, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,583.0409999999999,588.8169999999999,750.673,758.673,33.327,33.327,41.327,5.775999999999954,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 583.0409999999999, 753.681)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,D,1
char,1,49.779,56.387,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,6.607999999999997,7.0,0.9440000000000001,,,,ArialMT,,"(7, 0, 0, 7, 49.779, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,W,1
char,1,56.387,61.056,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.668999999999997,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 56.387, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,E,1
char,1,61.056000000000004,65.72500000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.669000000000004,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 61.056000000000004, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,S,1
char,1,65.72500000000001,70.00200000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.277000000000001,7.0,0.611,,,,ArialMT,,"(7, 0, 0, 7, 65.72500000000001, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,T,1
char,1,70.00200000000001,71.94800000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,1.945999999999998,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 70.00200000000001, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,, ,1
char,1,71.94800000000001,77.77900000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,5.831000000000003,7.0,0.833,,,,ArialMT,,"(7, 0, 0, 7, 71.94800000000001, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,M,1
char,1,77.779,79.725,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,1.945999999999998,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 77.779, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,I,1
char,1,79.72500000000001,84.394,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.668999999999997,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 79.72500000000001, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,K,1
char,1,84.394,89.063,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.668999999999997,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 84.394, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,E,1
char,1,240.579,246.025,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,5.445999999999998,7.0,0.778,,,,ArialMT,,"(7, 0, 0, 7, 240.579, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,O,1
char,1,246.025,249.917,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 246.025, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,1,1
char,1,283.779,287.671,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 283.779, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,2,1
char,1,287.671,291.563,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 287.671, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,2,1
char,1,291.563,295.455,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 291.563, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,295.455,299.347,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 295.455, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,5,1
char,1,299.347,303.239,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 299.347, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,1,1
char,1,303.239,307.131,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 303.239, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,3,1
char,1,334.179,338.07099999999997,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 334.179, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,338.07099999999997,341.96299999999997,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 338.07099999999997, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,2,1
char,1,384.579,388.471,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 384.579, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,8,1
char,1,388.471,392.363,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 388.471, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,8,1
char,1,392.363,396.255,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 392.363, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,8,1
char,1,396.255,400.147,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 396.255, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,8,1
char,1,400.147,404.039,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 400.147, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,8,1
char,1,404.039,407.931,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 404.039, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,8,1
char,1,420.579,425.248,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.668999999999983,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 420.579, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,A,1
char,1,425.248,429.525,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.276999999999987,7.0,0.611,,,,ArialMT,,"(7, 0, 0, 7, 425.248, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,F,1
char,1,463.779,467.671,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 463.779, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,4,1
char,1,467.671,471.563,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 467.671, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,471.563,475.455,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 471.563, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,4,1
char,1,475.455,479.347,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 475.455, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,7,1
char,1,517.779,521.671,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 517.779, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,1,1
char,1,521.671,524.0020000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,2.3310000000000173,7.0,0.333,,,,ArialMT,,"(7, 0, 0, 7, 521.671, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,-,1
char,1,524.002,527.894,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 524.002, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,3,1
char,1,527.894,531.7860000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 527.894, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,1,1
char,1,531.786,533.732,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,1.9460000000000264,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 531.786, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,, ,1
char,1,533.732,539.563,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,5.831000000000017,7.0,0.833,,,,ArialMT,,"(7, 0, 0, 7, 533.732, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,M,1
char,1,539.563,544.232,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.668999999999983,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 539.563, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,A,1
char,1,544.232,548.901,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,4.668999999999983,7.0,0.667,,,,ArialMT,,"(7, 0, 0, 7, 544.232, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,Y,1
char,1,548.901,550.847,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,1.9460000000000264,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 548.901, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,, ,1
char,1,550.847,554.739,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 550.847, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,2,1
char,1,554.739,558.6310000000001,739.359,746.359,45.64099999999996,45.64099999999996,52.64099999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 554.739, 741.634)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,4,1
char,1,70.134,75.47,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.3359999999999985,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 70.134, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,75.47,81.246,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.775999999999996,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 75.47, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,N,1
char,1,81.246,86.134,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.888000000000005,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 81.246, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,T,1
char,1,86.134,88.358,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,2.2240000000000038,8.0,0.278,,,,Arial-BoldMT,,"(8, 0, 0, 8, 86.134, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,I,1
char,1,88.358,93.24600000000001,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.888000000000005,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 88.358, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,T,1
char,1,93.24600000000001,98.13400000000001,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.888000000000005,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 93.24600000000001, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,L,1
char,1,98.134,103.47,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.3359999999999985,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 98.134, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,103.47,110.134,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,6.6640000000000015,8.0,0.833,,,,Arial-BoldMT,,"(8, 0, 0, 8, 103.47, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,M,1
char,1,110.134,115.47,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.3359999999999985,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 110.134, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,115.47,121.246,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.775999999999996,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 115.47, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,N,1
char,1,121.246,126.134,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.888000000000005,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 121.246, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,T,1
char,1,126.13399999999999,131.47,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 126.13399999999999, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,S,1
char,1,225.555,231.33100000000002,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 225.555, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,D,1
char,1,231.33100000000002,236.66700000000003,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 231.33100000000002, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
char,1,236.667,242.443,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 236.667, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,D,1
char,1,242.443,248.21900000000002,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 242.443, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,U,1
char,1,248.219,253.995,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 248.219, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,C,1
char,1,253.995,258.883,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.887999999999977,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 253.995, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,T,1
char,1,258.883,261.10699999999997,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,2.2239999999999895,8.0,0.278,,,,Arial-BoldMT,,"(8, 0, 0, 8, 258.883, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,I,1
char,1,261.10699999999997,267.33099999999996,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,6.2239999999999895,8.0,0.778,,,,Arial-BoldMT,,"(8, 0, 0, 8, 261.10699999999997, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,O,1
char,1,267.331,273.107,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 267.331, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,N,1
char,1,273.10699999999997,278.443,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 273.10699999999997, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,S,1
char,1,361.47,367.24600000000004,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.7760000000000105,8.0,0.722,,,,Arial-BoldMT,,"(8, 0, 0, 8, 361.47, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,A,1
char,1,367.24600000000004,372.134,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.887999999999977,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 367.24600000000004, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,L,1
char,1,372.134,377.022,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.887999999999977,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 372.134, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,L,1
char,1,377.02200000000005,383.24600000000004,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,6.2239999999999895,8.0,0.778,,,,Arial-BoldMT,,"(8, 0, 0, 8, 377.02200000000005, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,O,1
char,1,383.24600000000004,388.134,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,4.887999999999977,8.0,0.611,,,,Arial-BoldMT,,"(8, 0, 0, 8, 383.24600000000004, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,T,1
char,1,388.134,394.798,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,6.663999999999987,8.0,0.833,,,,Arial-BoldMT,,"(8, 0, 0, 8, 388.134, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,M,1
char,1,394.798,400.134,726.233,734.233,57.76700000000005,57.76700000000005,65.76700000000005,5.336000000000013,8.0,0.667,,,,Arial-BoldMT,,"(8, 0, 0, 8, 394.798, 729.241)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,E,1
