object_type,page_number,x0,x1,y0,y1,doctop,top,bottom,width,height,adv,dash,evenodd,fill,fontname,linewidth,matrix,mcid,ncs,non_stroking_color,non_stroking_pattern,path,pts,size,stroke,stroking_color,stroking_pattern,tag,text,upright 
char,1,301.66200000000003,303.886,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 301.66200000000003, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,303.886,309.22200000000004,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 303.886, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,309.222,313.66999999999996,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 309.222, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,313.67,317.67,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 313.67, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,y,1
char,1,317.67,319.894,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 317.67, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,319.894,325.67,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.7760000000000105,8.0,0.722,,,,ArialMT,,"(8, 0, 0, 8, 319.894, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,C,1
char,1,325.67,330.118,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 325.67, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,u,1
char,1,330.118,332.782,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.6639999999999873,8.0,0.333,,,,ArialMT,,"(8, 0, 0, 8, 330.118, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,r,1
char,1,332.782,335.44599999999997,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.6639999999999873,8.0,0.333,,,,ArialMT,,"(8, 0, 0, 8, 332.782, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,r,1
char,1,335.446,339.894,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 335.446, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,e,1
char,1,339.894,344.342,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 339.894, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,344.342,346.566,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 344.342, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,t,1
char,1,351.5,353.724,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 351.5, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,I,1
char,1,353.724,358.17199999999997,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 353.724, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,358.172,362.172,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 358.172, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,c,1
char,1,362.172,364.396,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 362.172, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,364.396,369.732,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 364.396, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,369.73199999999997,374.17999999999995,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 369.73199999999997, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,374.18,378.18,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 374.18, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,y,1
char,1,378.18,380.404,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 378.18, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,380.404,386.18,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.7760000000000105,8.0,0.722,,,,ArialMT,,"(8, 0, 0, 8, 380.404, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,R,1
char,1,386.18,390.628,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 386.18, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,390.628,392.852,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 390.628, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,t,1
char,1,392.852,397.29999999999995,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 392.852, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,e,1
char,1,402.411,404.635,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 402.411, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,I,1
char,1,404.635,409.08299999999997,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 404.635, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,409.083,413.083,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 409.083, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,c,1
char,1,413.083,415.307,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 413.083, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,415.307,420.64300000000003,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 415.307, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,420.64300000000003,425.091,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 420.64300000000003, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,425.091,429.091,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 425.091, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,y,1
char,1,429.091,431.315,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 429.091, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,431.315,437.091,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.7760000000000105,8.0,0.722,,,,ArialMT,,"(8, 0, 0, 8, 431.315, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,C,1
char,1,437.091,441.539,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 437.091, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,u,1
char,1,441.539,444.203,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.6639999999999873,8.0,0.333,,,,ArialMT,,"(8, 0, 0, 8, 441.539, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,r,1
char,1,444.203,446.86699999999996,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.6639999999999873,8.0,0.333,,,,ArialMT,,"(8, 0, 0, 8, 444.203, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,r,1
char,1,446.867,451.315,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 446.867, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,e,1
char,1,451.315,455.763,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 451.315, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,455.76300000000003,457.987,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 455.76300000000003, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,t,1
char,1,462.494,467.83000000000004,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 462.494, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,B,1
char,1,467.83000000000004,472.278,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 467.83000000000004, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,o,1
char,1,472.278,476.726,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 472.278, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,476.72600000000006,481.17400000000004,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 476.72600000000006, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,u,1
char,1,481.17400000000004,485.17400000000004,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 481.17400000000004, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,s,1
char,1,485.17400000000004,487.398,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 485.17400000000004, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,487.398,492.73400000000004,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 487.398, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,492.73400000000004,497.182,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 492.73400000000004, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,497.182,501.182,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 497.182, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,y,1
char,1,501.182,503.406,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2239999999999895,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 501.182, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,503.40600000000006,509.1820000000001,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.7760000000000105,8.0,0.722,,,,ArialMT,,"(8, 0, 0, 8, 503.40600000000006, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,R,1
char,1,509.182,513.63,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 509.182, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,513.63,515.854,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2240000000000464,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 513.63, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,t,1
char,1,515.854,520.302,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 515.854, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,e,1
char,1,524.205,529.541,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 524.205, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,B,1
char,1,529.541,533.989,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 529.541, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,o,1
char,1,533.989,538.437,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 533.989, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,538.437,542.885,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 538.437, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,u,1
char,1,542.885,546.885,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 542.885, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,s,1
char,1,546.885,549.109,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2240000000000464,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 546.885, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,549.109,554.445,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.336000000000013,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 549.109, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,554.445,558.893,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 554.445, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,558.893,562.893,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 558.893, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,y,1
char,1,562.893,565.1170000000001,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2240000000000464,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 562.893, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,565.1170000000001,570.893,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,5.775999999999954,8.0,0.722,,,,ArialMT,,"(8, 0, 0, 8, 565.1170000000001, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,C,1
char,1,570.893,575.341,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 570.893, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,u,1
char,1,575.341,578.005,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.6639999999999873,8.0,0.333,,,,ArialMT,,"(8, 0, 0, 8, 575.341, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,r,1
char,1,578.005,580.669,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.6639999999999873,8.0,0.333,,,,ArialMT,,"(8, 0, 0, 8, 578.005, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,r,1
char,1,580.6690000000001,585.1170000000001,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 580.6690000000001, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,e,1
char,1,585.1170000000001,589.565,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,4.447999999999979,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 585.1170000000001, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,n,1
char,1,589.565,591.7890000000001,483.78999999999996,491.78999999999996,300.21000000000004,300.21000000000004,308.21000000000004,2.2240000000000464,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 589.565, 486.39)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,t,1
char,1,116.853,120.74499999999999,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 116.853, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,207.034,208.98,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,1.945999999999998,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 207.034, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,.,1
char,1,208.98,212.87199999999999,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 208.98, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,212.87199999999999,216.76399999999998,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 212.87199999999999, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,248.253,252.14499999999998,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 248.253, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,336.634,338.58000000000004,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,1.9460000000000264,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 336.634, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,.,1
char,1,338.58000000000004,342.47200000000004,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 338.58000000000004, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,342.47200000000004,346.36400000000003,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 342.47200000000004, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,372.453,376.34499999999997,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 372.453, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,448.234,450.18,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,1.9460000000000264,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 448.234, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,.,1
char,1,450.18,454.072,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 450.18, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,454.072,457.964,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 454.072, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,489.453,493.34499999999997,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.891999999999996,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 489.453, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,581.434,583.38,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,1.9460000000000264,7.0,0.278,,,,ArialMT,,"(7, 0, 0, 7, 581.434, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,.,1
char,1,583.38,587.272,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 583.38, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,587.2719999999999,591.164,472.06800000000004,479.06800000000004,312.93199999999996,312.93199999999996,319.93199999999996,3.8920000000000528,7.0,0.556,,,,ArialMT,,"(7, 0, 0, 7, 587.2719999999999, 474.343)",,DeviceRGB,"(0, 0, 0)",,,,7.0,,"(0, 0, 0)",,,0,1
char,1,92.118,97.454,459.786,467.786,324.214,324.214,332.214,5.3359999999999985,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 92.118, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,B,1
char,1,97.454,101.90199999999999,459.786,467.786,324.214,324.214,332.214,4.447999999999993,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 97.454, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
char,1,101.902,105.902,459.786,467.786,324.214,324.214,332.214,4.0,8.0,0.5,,,,ArialMT,,"(8, 0, 0, 8, 101.902, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,s,1
char,1,105.902,110.35,459.786,467.786,324.214,324.214,332.214,4.447999999999993,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 105.902, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,e,1
char,1,110.35,112.574,459.786,467.786,324.214,324.214,332.214,2.2240000000000038,8.0,0.278,,,,ArialMT,,"(8, 0, 0, 8, 110.35, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,, ,1
char,1,112.574,117.91,459.786,467.786,324.214,324.214,332.214,5.3359999999999985,8.0,0.667,,,,ArialMT,,"(8, 0, 0, 8, 112.574, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,P,1
char,1,117.91,122.358,459.786,467.786,324.214,324.214,332.214,4.4480000000000075,8.0,0.556,,,,ArialMT,,"(8, 0, 0, 8, 117.91, 462.386)",,DeviceRGB,"(0, 0, 0)",,,,8.0,,"(0, 0, 0)",,,a,1
